x,y,u
3.125000000000000000e-02,9.062500000000000000e-01,-3.546914663852629990e-01
3.125000000000000000e-02,9.218750000000000000e-01,-3.192138862961261259e-01
3.125000000000000000e-02,9.375000000000000000e-01,-2.714690955738388034e-01
3.125000000000000000e-02,9.531250000000000000e-01,-2.132918997502716296e-01
3.125000000000000000e-02,9.687500000000000000e-01,-1.469180158347768717e-01
3.125000000000000000e-02,9.843750000000000000e-01,-7.489815496332408173e-02
3.125000000000000000e-02,1.000000000000000000e+00,0.000000000000000000e+00
4.687500000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.687500000000000000e-02,1.562500000000000000e-02,1.087352675514157707e-01
4.687500000000000000e-02,3.125000000000000000e-02,2.132918997502711855e-01
4.687500000000000000e-02,4.687500000000000000e-02,3.096518438571991272e-01
4.687500000000000000e-02,6.250000000000000000e-02,3.941120412594494304e-01
4.687500000000000000e-02,7.812500000000000000e-02,4.634267339366781036e-01
4.687500000000000000e-02,9.375000000000000000e-02,5.149321971214267935e-01
4.687500000000000000e-02,1.093750000000000000e-01,5.466491047481021326e-01
4.687500000000000000e-02,1.250000000000000000e-01,5.573585938436578235e-01
4.687500000000000000e-02,1.406250000000000000e-01,5.466491047481023546e-01
4.687500000000000000e-02,1.562500000000000000e-01,5.149321971214269045e-01
4.687500000000000000e-02,1.718750000000000000e-01,4.634267339366782701e-01
4.687500000000000000e-02,1.875000000000000000e-01,3.941120412594495415e-01
4.687500000000000000e-02,2.031250000000000000e-01,3.096518438571991272e-01
4.687500000000000000e-02,2.187500000000000000e-01,2.132918997502712966e-01
4.687500000000000000e-02,2.343750000000000000e-01,1.087352675514159650e-01
4.687500000000000000e-02,2.500000000000000000e-01,2.181249198182491927e-16
4.687500000000000000e-02,2.656250000000000000e-01,-1.087352675514155209e-01
4.687500000000000000e-02,2.812500000000000000e-01,-2.132918997502708525e-01
4.687500000000000000e-02,2.968750000000000000e-01,-3.096518438571987386e-01
4.687500000000000000e-02,3.125000000000000000e-01,-3.941120412594489864e-01
4.687500000000000000e-02,3.281250000000000000e-01,-4.634267339366775484e-01
4.687500000000000000e-02,3.437500000000000000e-01,-5.149321971214265714e-01
4.687500000000000000e-02,3.593750000000000000e-01,-5.466491047481020216e-01
4.687500000000000000e-02,3.750000000000000000e-01,-5.573585938436578235e-01
4.687500000000000000e-02,3.906250000000000000e-01,-5.466491047481023546e-01
4.687500000000000000e-02,4.062500000000000000e-01,-5.149321971214271265e-01
4.687500000000000000e-02,4.218750000000000000e-01,-4.634267339366782146e-01
4.687500000000000000e-02,4.375000000000000000e-01,-3.941120412594494304e-01
4.687500000000000000e-02,4.531250000000000000e-01,-3.096518438571990717e-01
4.687500000000000000e-02,4.687500000000000000e-01,-2.132918997502711855e-01
4.687500000000000000e-02,4.843750000000000000e-01,-1.087352675514157152e-01
4.687500000000000000e-02,5.000000000000000000e-01,6.471692925102706256e-17
4.687500000000000000e-02,5.156250000000000000e-01,1.087352675514158401e-01
4.687500000000000000e-02,5.312500000000000000e-01,2.132918997502713243e-01
4.687500000000000000e-02,5.468750000000000000e-01,3.096518438571993492e-01
4.687500000000000000e-02,5.625000000000000000e-01,3.941120412594498745e-01
4.687500000000000000e-02,5.781250000000000000e-01,4.634267339366787142e-01
4.687500000000000000e-02,5.937500000000000000e-01,5.149321971214275706e-01
4.687500000000000000e-02,6.093750000000000000e-01,5.466491047481032428e-01
4.687500000000000000e-02,6.250000000000000000e-01,5.573585938436589338e-01
4.687500000000000000e-02,6.406250000000000000e-01,5.466491047481031318e-01
4.687500000000000000e-02,6.562500000000000000e-01,5.149321971214276816e-01
4.687500000000000000e-02,6.718750000000000000e-01,4.634267339366787697e-01
4.687500000000000000e-02,6.875000000000000000e-01,3.941120412594499300e-01
4.687500000000000000e-02,7.031250000000000000e-01,3.096518438571994603e-01
4.687500000000000000e-02,7.187500000000000000e-01,2.132918997502714908e-01
4.687500000000000000e-02,7.343750000000000000e-01,1.087352675514159650e-01
4.687500000000000000e-02,7.500000000000000000e-01,1.387778780781445676e-16
4.687500000000000000e-02,7.656250000000000000e-01,-1.087352675514157152e-01
4.687500000000000000e-02,7.812500000000000000e-01,-2.132918997502712688e-01
4.687500000000000000e-02,7.968750000000000000e-01,-3.096518438571993492e-01
4.687500000000000000e-02,8.125000000000000000e-01,-3.941120412594497635e-01
4.687500000000000000e-02,8.281250000000000000e-01,-4.634267339366786032e-01
4.687500000000000000e-02,8.437500000000000000e-01,-5.149321971214275706e-01
4.687500000000000000e-02,8.593750000000000000e-01,-5.466491047481029097e-01
4.687500000000000000e-02,8.750000000000000000e-01,-5.573585938436587117e-01
4.687500000000000000e-02,8.906250000000000000e-01,-5.466491047481031318e-01
4.687500000000000000e-02,9.062500000000000000e-01,-5.149321971214277927e-01
4.687500000000000000e-02,9.218750000000000000e-01,-4.634267339366791583e-01
4.687500000000000000e-02,9.375000000000000000e-01,-3.941120412594502076e-01
4.687500000000000000e-02,9.531250000000000000e-01,-3.096518438571997378e-01
4.687500000000000000e-02,9.687500000000000000e-01,-2.132918997502716296e-01
4.687500000000000000e-02,9.843750000000000000e-01,-1.087352675514159789e-01
4.687500000000000000e-02,1.000000000000000000e+00,0.000000000000000000e+00
6.250000000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.250000000000000000e-02,1.562500000000000000e-02,1.383937447869472703e-01
6.250000000000000000e-02,3.125000000000000000e-02,2.714690955738383593e-01
6.250000000000000000e-02,4.687500000000000000e-02,3.941120412594495415e-01
6.250000000000000000e-02,6.250000000000000000e-02,5.016094822200390935e-01
6.250000000000000000e-02,7.812500000000000000e-02,5.898303520847507642e-01
6.250000000000000000e-02,9.375000000000000000e-02,6.553843722995178478e-01
6.250000000000000000e-02,1.093750000000000000e-01,6.957523386306050384e-01
6.250000000000000000e-02,1.250000000000000000e-01,7.093829327705245547e-01
6.250000000000000000e-02,1.406250000000000000e-01,6.957523386306051494e-01
6.250000000000000000e-02,1.562500000000000000e-01,6.553843722995181809e-01
6.250000000000000000e-02,1.718750000000000000e-01,5.898303520847509862e-01
6.250000000000000000e-02,1.875000000000000000e-01,5.016094822200392045e-01
6.250000000000000000e-02,2.031250000000000000e-01,3.941120412594497080e-01
6.250000000000000000e-02,2.187500000000000000e-01,2.714690955738386369e-01
6.250000000000000000e-02,2.343750000000000000e-01,1.383937447869475479e-01
6.250000000000000000e-02,2.500000000000000000e-01,2.827599265842195564e-16
6.250000000000000000e-02,2.656250000000000000e-01,-1.383937447869469650e-01
6.250000000000000000e-02,2.812500000000000000e-01,-2.714690955738380262e-01
6.250000000000000000e-02,2.968750000000000000e-01,-3.941120412594489864e-01
6.250000000000000000e-02,3.125000000000000000e-01,-5.016094822200383163e-01
6.250000000000000000e-02,3.281250000000000000e-01,-5.898303520847498760e-01
6.250000000000000000e-02,3.437500000000000000e-01,-6.553843722995176257e-01
6.250000000000000000e-02,3.593750000000000000e-01,-6.957523386306048163e-01
6.250000000000000000e-02,3.750000000000000000e-01,-7.093829327705245547e-01
6.250000000000000000e-02,3.906250000000000000e-01,-6.957523386306051494e-01
6.250000000000000000e-02,4.062500000000000000e-01,-6.553843722995180698e-01
6.250000000000000000e-02,4.218750000000000000e-01,-5.898303520847507642e-01
6.250000000000000000e-02,4.375000000000000000e-01,-5.016094822200389824e-01
6.250000000000000000e-02,4.531250000000000000e-01,-3.941120412594494860e-01
6.250000000000000000e-02,4.687500000000000000e-01,-2.714690955738383038e-01
6.250000000000000000e-02,4.843750000000000000e-01,-1.383937447869472148e-01
6.250000000000000000e-02,5.000000000000000000e-01,1.014813233446432150e-16
6.250000000000000000e-02,5.156250000000000000e-01,1.383937447869473814e-01
6.250000000000000000e-02,5.312500000000000000e-01,2.714690955738385258e-01
6.250000000000000000e-02,5.468750000000000000e-01,3.941120412594497635e-01
6.250000000000000000e-02,5.625000000000000000e-01,5.016094822200394265e-01
6.250000000000000000e-02,5.781250000000000000e-01,5.898303520847515413e-01
6.250000000000000000e-02,5.937500000000000000e-01,6.553843722995189580e-01
6.250000000000000000e-02,6.093750000000000000e-01,6.957523386306061486e-01
6.250000000000000000e-02,6.250000000000000000e-01,7.093829327705258869e-01
6.250000000000000000e-02,6.406250000000000000e-01,6.957523386306063706e-01
6.250000000000000000e-02,6.562500000000000000e-01,6.553843722995189580e-01
6.250000000000000000e-02,6.718750000000000000e-01,5.898303520847516523e-01
6.250000000000000000e-02,6.875000000000000000e-01,5.016094822200397596e-01
6.250000000000000000e-02,7.031250000000000000e-01,3.941120412594500411e-01
6.250000000000000000e-02,7.187500000000000000e-01,2.714690955738386924e-01
6.250000000000000000e-02,7.343750000000000000e-01,1.383937447869474924e-01
6.250000000000000000e-02,7.500000000000000000e-01,1.922000976799651599e-16
6.250000000000000000e-02,7.656250000000000000e-01,-1.383937447869471316e-01
6.250000000000000000e-02,7.812500000000000000e-01,-2.714690955738383593e-01
6.250000000000000000e-02,7.968750000000000000e-01,-3.941120412594496525e-01
6.250000000000000000e-02,8.125000000000000000e-01,-5.016094822200394265e-01
6.250000000000000000e-02,8.281250000000000000e-01,-5.898303520847514303e-01
6.250000000000000000e-02,8.437500000000000000e-01,-6.553843722995186249e-01
6.250000000000000000e-02,8.593750000000000000e-01,-6.957523386306059265e-01
6.250000000000000000e-02,8.750000000000000000e-01,-7.093829327705256649e-01
6.250000000000000000e-02,8.906250000000000000e-01,-6.957523386306061486e-01
6.250000000000000000e-02,9.062500000000000000e-01,-6.553843722995191801e-01
6.250000000000000000e-02,9.218750000000000000e-01,-5.898303520847519854e-01
6.250000000000000000e-02,9.375000000000000000e-01,-5.016094822200400927e-01
6.250000000000000000e-02,9.531250000000000000e-01,-3.941120412594503186e-01
6.250000000000000000e-02,9.687500000000000000e-01,-2.714690955738388589e-01
6.250000000000000000e-02,9.843750000000000000e-01,-1.383937447869474924e-01
6.250000000000000000e-02,1.000000000000000000e+00,0.000000000000000000e+00
7.812500000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.812500000000000000e-02,1.562500000000000000e-02,1.627338280224226164e-01
7.812500000000000000e-02,3.125000000000000000e-02,3.192138862961256818e-01
7.812500000000000000e-02,4.687500000000000000e-02,4.634267339366782701e-01
7.812500000000000000e-02,6.250000000000000000e-02,5.898303520847510972e-01
7.812500000000000000e-02,7.812500000000000000e-02,6.935671205828789487e-01
7.812500000000000000e-02,9.375000000000000000e-02,7.706504935939291201e-01
7.812500000000000000e-02,1.093750000000000000e-01,8.181182003219404919e-01
7.812500000000000000e-02,1.250000000000000000e-01,8.341460834175522532e-01
7.812500000000000000e-02,1.406250000000000000e-01,8.181182003219404919e-01
7.812500000000000000e-02,1.562500000000000000e-01,7.706504935939293421e-01
7.812500000000000000e-02,1.718750000000000000e-01,6.935671205828792818e-01
7.812500000000000000e-02,1.875000000000000000e-01,5.898303520847512083e-01
7.812500000000000000e-02,2.031250000000000000e-01,4.634267339366786032e-01
7.812500000000000000e-02,2.187500000000000000e-01,3.192138862961260148e-01
7.812500000000000000e-02,2.343750000000000000e-01,1.627338280224229217e-01
7.812500000000000000e-02,2.500000000000000000e-01,3.490356565280120275e-16
7.812500000000000000e-02,2.656250000000000000e-01,-1.627338280224222278e-01
7.812500000000000000e-02,2.812500000000000000e-01,-3.192138862961252377e-01
7.812500000000000000e-02,2.968750000000000000e-01,-4.634267339366777150e-01
7.812500000000000000e-02,3.125000000000000000e-01,-5.898303520847503201e-01
7.812500000000000000e-02,3.281250000000000000e-01,-6.935671205828781716e-01
7.812500000000000000e-02,3.437500000000000000e-01,-7.706504935939282319e-01
7.812500000000000000e-02,3.593750000000000000e-01,-8.181182003219396037e-01
7.812500000000000000e-02,3.750000000000000000e-01,-8.341460834175516981e-01
7.812500000000000000e-02,3.906250000000000000e-01,-8.181182003219406029e-01
7.812500000000000000e-02,4.062500000000000000e-01,-7.706504935939292311e-01
7.812500000000000000e-02,4.218750000000000000e-01,-6.935671205828790598e-01
7.812500000000000000e-02,4.375000000000000000e-01,-5.898303520847510972e-01
7.812500000000000000e-02,4.531250000000000000e-01,-4.634267339366783811e-01
7.812500000000000000e-02,4.687500000000000000e-01,-3.192138862961255708e-01
7.812500000000000000e-02,4.843750000000000000e-01,-1.627338280224225053e-01
7.812500000000000000e-02,5.000000000000000000e-01,1.318389841742373392e-16
7.812500000000000000e-02,5.156250000000000000e-01,1.627338280224227829e-01
7.812500000000000000e-02,5.312500000000000000e-01,3.192138862961257928e-01
7.812500000000000000e-02,5.468750000000000000e-01,4.634267339366787142e-01
7.812500000000000000e-02,5.625000000000000000e-01,5.898303520847515413e-01
7.812500000000000000e-02,5.781250000000000000e-01,6.935671205828796149e-01
7.812500000000000000e-02,5.937500000000000000e-01,7.706504935939300083e-01
7.812500000000000000e-02,6.093750000000000000e-01,8.181182003219417131e-01
7.812500000000000000e-02,6.250000000000000000e-01,8.341460834175535854e-01
7.812500000000000000e-02,6.406250000000000000e-01,8.181182003219417131e-01
7.812500000000000000e-02,6.562500000000000000e-01,7.706504935939302303e-01
7.812500000000000000e-02,6.718750000000000000e-01,6.935671205828798369e-01
7.812500000000000000e-02,6.875000000000000000e-01,5.898303520847517634e-01
7.812500000000000000e-02,7.031250000000000000e-01,4.634267339366789362e-01
7.812500000000000000e-02,7.187500000000000000e-01,3.192138862961260148e-01
7.812500000000000000e-02,7.343750000000000000e-01,1.627338280224228939e-01
7.812500000000000000e-02,7.500000000000000000e-01,2.220446049250313081e-16
7.812500000000000000e-02,7.656250000000000000e-01,-1.627338280224224498e-01
7.812500000000000000e-02,7.812500000000000000e-01,-3.192138862961256263e-01
7.812500000000000000e-02,7.968750000000000000e-01,-4.634267339366784366e-01
7.812500000000000000e-02,8.125000000000000000e-01,-5.898303520847513193e-01
7.812500000000000000e-02,8.281250000000000000e-01,-6.935671205828795038e-01
7.812500000000000000e-02,8.437500000000000000e-01,-7.706504935939297862e-01
7.812500000000000000e-02,8.593750000000000000e-01,-8.181182003219411580e-01
7.812500000000000000e-02,8.750000000000000000e-01,-8.341460834175532524e-01
7.812500000000000000e-02,8.906250000000000000e-01,-8.181182003219416021e-01
7.812500000000000000e-02,9.062500000000000000e-01,-7.706504935939304524e-01
